name,country,address,website,hall,stand,product_groups_top,product_groups,product_group_count,brands,trend_subjects,distribution_channels,target_markets,profile,detail_url
RAFF Srl,Italy,"Sardegna Zona Industriale Prato Sardo 120, 08100 NUORO (NU)",http://www.cuscinetticroccanti.com,10.1,B092,Fine bakery products | Snack foods | Trend Snacks & Natural Snacks,Fine bakery products > Crispbread/crackerbread (water biscuits) | Fine bakery products > Traditional bread / alpine bread | Fine bakery products > Vegan biscuits | Fine bakery products > Fat-reduced biscuits | Fine bakery products > Lactose-free biscuits | Snack foods > Crackers (water biscuits) | Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Salted snacks - water biscuits | Snack foods > Biscuit snacks | Snack foods > Vegan snack foods | Snack foods > Fat-reduced snack foods | Snack foods > Lactose-free snack foods | Trend Snacks & Natural Snacks > Vegan trend snacks | Trend Snacks & Natural Snacks > Products without additives,14,Cartamusica Chips Cartamusica guttiau,Organic Private label Vegan Vegetarian,,Australia Brazil Canada China India Japan Middle East Northern Europe Others Eastern Europe Russia South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/raff/
RAFFOLE,France,"02120 Sains Richaumont Place des Prelets 4, 02120 SAINS RICHAUMONT",http://www.raffole.com,10.1,F096,Raw materials and ingredients,"Raw materials and ingredients > Fillings, stuffings | Raw materials and ingredients > Raw pastes (marzipan, nougat paste, persipan, ...) | Raw materials and ingredients > Jams | Raw materials and ingredients > Dairy products - other | Raw materials and ingredients > Chocolate products- Other",5,,Fair trade Halal Kosher Limited edition Organic Private label Reformulated products Vegan,,Australia Canada China East Africa India Japan Middle East New Zealand North Africa Northern Europe Others Eastern Europe Others Oceania Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/raffoleorit/
Ragolds GmbH,Germany,"Gülzer Str. 15, 19258 Boizenburg",http://www.ragolds.com,P6,Passage+Halle+10+Halle+11+E002,Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks,Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Drops | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Fruit flavoured boiled sweets | Sugar confectionery > Honey sweets | Sugar confectionery > Cough drops | Sugar confectionery > Coffee sweets | Sugar confectionery > Caramel sweets | Sugar confectionery > Chews | Sugar confectionery > Herbal sweets | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Milk/full-milk caramels/milk praline sweets | Sugar confectionery > Cream sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Vitamin sweets | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Tablets made with non-sugar sweeteners | Sugar confectionery > Fruit gums/yoghurt fruit gums | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Chewing gum with non-sugar sweeteners | Sugar confectionery > Wine gums | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Sugar-free pastilles | Sugar-free confectionary and snacks > Sugar-free chewing gum | Trend Snacks & Natural Snacks > Vegan trend snacks | Trend Snacks & Natural Snacks > Energy Snacks,29,emoji Hello Kitty minions Nutriluv Paw Patrol Queen''s Delight Ragolds Velamints,Functional Sugar free Vegan Vegetarian,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East New Zealand North Africa Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ragolds/
Ramkalni Nordeco Ltd.,Latvia,"Beverinas, Krustini, Incukalna pagasts, LV-2141 Sigulda",https://www.ramkalni.lv,11.2,C063,"Chocolate, chocolate products | Sugar confectionery | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Full-milk chocolate with whole almond or nuts | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Chocolate goods for Christmas | Sugar confectionery > Candied fruit /candied blossomings | Sugar confectionery > Pastila (fruit confectionery) | Trend Snacks & Natural Snacks > Dried fruit and vegetables | Trend Snacks & Natural Snacks > Chocololate-coated dried fruit (pineapple, apple rings, apricots, dates, figs, plums)",7,Ramkalni Nordeco Ltd.,Organic Private label,,Australia Brazil Canada China Colombia Japan Mexico Middle East Northern Europe South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/ramkalni_nordeco/
Ranson NV,Belgium,"Generaal Deprezstraat 4, 8530 Harelbeke",http://www.ranson.be,04.2,P026,"Ice cream, deep-frozen confectionery / raw pastes | Raw materials and ingredients | Sugar confectionery","Ice cream, deep-frozen confectionery / raw pastes > Deep-frozen pastry | Raw materials and ingredients > Decorations | Raw materials and ingredients > Seeds | Raw materials and ingredients > Fruit puree | Raw materials and ingredients > Sugar | Raw materials and ingredients > Dried fruits | Sugar confectionery > Marzipan products",7,Smiklz,Handcrafted products/Artisan Private label,,Northern Europe Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/ranson/
Rarytas Sp. Z o.o.,Poland,"J. Pilsudskiego 63, 73-110 Stargard",http://www.rarytas.pl,11.1,D038,Snack foods | Sugar confectionery,"Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Salted snacks - water biscuits | Snack foods > Biscuit snacks | Snack foods > Wheat snacks | Snack foods > Vegan snack foods | Snack foods > Fat-reduced snack foods | Sugar confectionery > Chocolate-coated kemels, raisins etc.",7,,Halal Private label Vegan Vegetarian,,Brazil Canada China Colombia India Japan Mexico Middle East North Africa Northern Europe Others Central America Others Eastern Europe Others South America Russia South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/rarytas/
Rau Chocolate & Cereals Inh. Christopher Rau,Germany,"Seestr. 17, 89281 Altenstadt",http://www.rau-chocolate-cereals.de,10.2,C049,"Chocolate, chocolate products | Snack foods","Chocolate, chocolate products > Chocolate crisp | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Puffed-rice chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Chocolate cornflake crisp (milk/plain) | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Puffed-rice pieces, bars | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate-shaped hearts/chocolate-shaped hearts on strings | Chocolate, chocolate products > Chocolate goods for Christmas | Snack foods > Corn snacks | Snack foods > Popcorn/Puffed-corn/Puffed-rice | Snack foods > Vegan snack foods",16,RAU,Fair trade Handcrafted products/Artisan Organic Private label Vegan,,Japan Northern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/rauconfiserie/
Ravazzi S.P.A.,Italy,"Viale Lombardia 10, 24050 ORIO AL SERIO (BG)",http://www.ravazzigummy.it,11.1,I031,Sugar confectionery | Sugar-free confectionary and snacks,Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Licorice sweets | Sugar confectionery > Vitamin sweets | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Fondant products | Sugar confectionery > Fruit gums/yoghurt fruit gums | Sugar confectionery > Sugared jellies | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Licorice/licorice products | Sugar confectionery > Wine gums | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products | Sugar-free confectionary and snacks > Sugar-free fruit jellies,16,RAVAZZI,Functional Halal Private label Sugar free Vegan,,Canada New Zealand Northern Europe Others Eastern Europe Russia Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/ravazzi/
Ravi Foods Pvt Ltd,India,"Madhuban Colony Road 7-4-112/1, Kattedan, 500077 Hyderabad",http://www.dukesindia.com,10.2,A099,"Chocolate, chocolate products | Fine bakery products | Snack foods | Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Chocolate biscuits | Fine bakery products > Baking wafers | Fine bakery products > Butter pretzels/butter pastries/butter biscuits | Fine bakery products > Sandwich biscuits with cream filling | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Cakes | Fine bakery products > Orange biscuits | Fine bakery products > Bars with biscuits and wafer centre | Fine bakery products > Wafers, filled / without filling / plain wafers coated in chocolate | Fine bakery products > Wafer assortment / wafer rolls / wafer fingers | Fine bakery products > Lemon biscuits | Fine bakery products > Wholemeal biscuits | Fine bakery products > Wholemeal butter biscuits | Fine bakery products > Rusks | Fine bakery products > Vegan biscuits | Fine bakery products > Sugar-free biscuits | Fine bakery products > Sugar-reduced-biscuits | Fine bakery products > Fat-reduced biscuits | Snack foods > Crackers (water biscuits) | Sugar confectionery > Cola drops | Sugar confectionery > Drops | Sugar confectionery > Refreshing candies | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Honey sweets | Sugar confectionery > Coffee sweets | Sugar confectionery > Chews | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Chewing gum (bubble gum/with liquid filling/soft gum) | Sugar-free confectionary and snacks > Sugar-free biscuits | Trend Snacks & Natural Snacks > Coffee specialities",37,Dukes Dyna''s Olla Treff,Halal Kosher Private label Vegan Vegetarian,,Brazil Canada China Colombia East Africa Japan Mexico Middle East North Africa Northern Europe Others Central America Others Eastern Europe Others South America Russia South Africa South East Asia Southern Europe USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ravi_foods/
RC Foods Polska Sp. z o.o.,Poland,"Plocka 5A, 01-241 WARSAW",http://www.rcfoods.pl,11.1,B039,"Chocolate, chocolate products | Fine bakery products | Snack foods | Sugar confectionery","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Fruit chocolate (orange/lemon) | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Tablet of filled chocolate squares | Chocolate, chocolate products > Truffle chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk mocha chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Dessert chocolates | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut lumps/hazelnut pyramids/hazelnut chips | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Chocolate biscuits | Chocolate, chocolate products > Chocolate sticks, solid/filled | Fine bakery products > Butter pretzels/butter pastries/butter biscuits | Fine bakery products > Sandwich biscuits with cream filling | Fine bakery products > Decorative butter biscuits | Fine bakery products > Biscuits made with fresh eggs | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Stick-shaped biscuits/Shortbread | Fine bakery products > Coconut cakes / coconut biscuits | Fine bakery products > Cakes | Fine bakery products > Cereal cookies | Fine bakery products > Butter cakes | Fine bakery products > Lemon biscuits | Fine bakery products > Panettone | Snack foods > Wheat snacks | Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Sugared jellies | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Cocoa confectionery | Sugar confectionery > Cocoa creme/cocoa creme confectionery/cocoa creme products | Sugar confectionery > Candied fruit /candied blossomings | Sugar confectionery > Marshmallows | Sugar confectionery > Marshmallow treats/Marshmallow cones | Sugar confectionery > Mallow products/mallow eggs | Sugar confectionery > Sweet spreads containing cocoa, nut and dairy cream",51,,Halal Kosher,,Australia Canada China India Japan Mexico Middle East New Zealand Northern Europe Others Eastern Europe Others Oceania Russia South Africa South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/rc_foods/
Paul Reber GmbH & Co. KG Reber Spezialitäten,Germany,"Ludwigstr. 10 -12, 83435 Bad Reichenhall",https://www.reber.com/,10.2,C060,"Chocolate, chocolate products","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Superior dark chocolate/Superior full-milk chocolate | Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Mozartkugeln | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Chocolate goods for Christmas",10,Paul Reber GmbH & Co. KG,Private label Vegan,,,,https://www.ism-cologne.com/exhibitor/reber/
RE:DO Foods AB,Sweden,"Masthamnsgatan 5, 426 39 Goteborg",http://www.redofoods.se,04.2,F021+G028,Trend Snacks & Natural Snacks,Trend Snacks & Natural Snacks > Vegan trend snacks | Trend Snacks & Natural Snacks > Energy and sports bars,2,RE:DO Foods,Allergy friendly Functional Sugar free Vegan,,,,https://www.ism-cologne.com/exhibitor/redo_foods_ab/
"RED SAKURA FOOD CO., LTD.",Taiwan,"No.903-1,Sec.2, Zhongshan Rd., Dajia Dist., 437 Taichung City",http://www.redsakura.com.tw,10.1,D089,Fine bakery products | Snack foods,Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Snack foods > Biscuit snacks,2,BON BON WAN RED SAKURA,Private label,,Australia Canada Japan New Zealand Northern Europe South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/red_sakura_food_co/
REGION OF CENTRAL MACEDONIA,Greece,"26th OKTOVRIOU 64, 546 27 THESSALONIKI",http://www.pkm.gov.gr,04.2,D014a,"Publishers, Organisations","Publishers, Organisations > Trade associations / institutions",1,,,,,,https://www.ism-cologne.com/exhibitor/region_of_central_ma/
Reify Nutrition,France,"Rue de Noisy-le-Sec 45, 93260 LES LILAS",https://reifynutrition.com/,10.1,J049,Trend Snacks & Natural Snacks,Trend Snacks & Natural Snacks > Energy and sports bars,1,Reify,Allergy friendly Functional Vegan Vegetarian,,Australia Canada New Zealand Northern Europe Others Eastern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/reifyorit/
Emil Reimann GmbH,Germany,"Marie-Curie-Str. 11, 01139 Dresden",http://www.emil-reimann.de,10.2,H018,Fine bakery products | Sugar confectionery | Trend Snacks & Natural Snacks,Fine bakery products > Meringues | Fine bakery products > Christmas Stollen | Fine bakery products > Gingerbread on wafer base (Elisen gingerbread) | Fine bakery products > Gingerbread shapes / gingerbread balls | Sugar confectionery > Mallow products/mallow eggs | Trend Snacks & Natural Snacks > Coffee specialities,6,,Handcrafted products/Artisan,,,,https://www.ism-cologne.com/exhibitor/reimann/
Relkon Hellas S.A.,Greece,"Vouliagmenis Avenue 512, 174 56 Alimos",http://www.relkon.eu,11.1,E009,"Chocolate, chocolate products | Fine bakery products | Sugar confectionery","Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Coated jellies | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Gift-eggs | Chocolate, chocolate products > Chocolate bars, filled/solid | Fine bakery products > Marshmallow wafers/marshmallow wafer crescents | Fine bakery products > Wafers, filled / without filling / plain wafers coated in chocolate | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Toys (sweet products combined with toys) | Sugar confectionery > Chocolate items for the toy-shop | Sugar confectionery > Marshmallows",14,Crunchiez Surprise Flipperz Funky Cups Funky Fans Relkon Yammiez,Halal Private label,,Brazil Canada Colombia India Japan Mexico Middle East Northern Europe Others Central America Others Eastern Europe Others South America South Africa South East Asia Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/relkon_hellas/
Rensonnet S.A.,Belgium,"Rue de l'Industrie 6-8, 4840 Welkenraedt",https://www.rensonnetsa.be/fr/confiserie-familiale-massepain,04.2,N012,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Marzipan chocolate | Sugar confectionery > Marzipan products",2,RENSONNET,Private label,,Australia Canada New Zealand Northern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/rensonnet/
Rexim Lebensmittelproduktion KG,Germany,"Wittenberger Weg 9, 24941 Flensburg",http://www.rexim-lebensmittel.de,10.2,E050,"Chocolate, chocolate products | Fine bakery products | Ice cream, deep-frozen confectionery / raw pastes | Raw materials and ingredients | Snack foods | Sugar confectionery","Chocolate, chocolate products > Superior dark chocolate/Superior full-milk chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Nut chocolate in transparent packing | Chocolate, chocolate products > Fruit chocolate (orange/lemon) | Chocolate, chocolate products > Fruit chocolate with cream | Chocolate, chocolate products > Household chocolate/Household milk chocolate | Chocolate, chocolate products > Yoghurt chocolate (filled and solid) | Chocolate, chocolate products > Cocoa powder, retail packs | Chocolate, chocolate products > Chocolate crisp | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Cracknel chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Almond chip chocolate | Chocolate, chocolate products > Almond cracknel chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Nut-brittle chocolate, Nut-nougat chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Small bars of peppermint chocolate, solid/filled | Chocolate, chocolate products > Rum and almond chocolate | Chocolate, chocolate products > Rum and raisin chocolate | Chocolate, chocolate products > Rum, hazelnut and raisin chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk cracknel | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk mocha chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > Full-milk chocolate with whole almond or nuts | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Mocha beans and mocha chocolates, solid/filled | Chocolate, chocolate products > Chocolate cups, chocolate bowls, chocolate pots | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons | Chocolate, chocolate products > Chocolate sprinkles | Fine bakery products > Large shortbread coins (fruits biscuits/almond biscuits/ hazelnut biscuits) | Fine bakery products > Spiced biscuits | Fine bakery products > Crunch snaps | Ice cream, deep-frozen confectionery / raw pastes > Marzipan | Raw materials and ingredients > Cocoa powder | Snack foods > Cashew nuts | Snack foods > Peanuts | Snack foods > Hazelnuts | Snack foods > Almonds | Snack foods > Assorted nuts / assorted nuts and raisins | Snack foods > Assorted nuts | Snack foods > Pistachio nuts | Snack foods > Walnut kernels | Snack foods > Sunflower seeds | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Licorice sweets | Sugar confectionery > Licorice toffees | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Fruit gums/yoghurt fruit gums | Sugar confectionery > Caramelised peanuts/hazelnuts/almonds | Sugar confectionery > Licorice/licorice products | Sugar confectionery > Marshmallows | Sugar confectionery > Dusting and springkling products | Sugar confectionery > Wine gums | Sugar confectionery > Halva | Sugar confectionery > Vegan products | Sugar confectionery > Sugar-free products",73,Rexim,Private label,,Canada Northern Europe Others Eastern Europe Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/rexim/
Riclan S.A.,Brazil,"Avenida Presidente Kennedy 754, 13501-900 Rio Claro",https://riclan.com.br/,10.2,C025,Sugar confectionery | Sugar-free confectionary and snacks,Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Fruit flavoured boiled sweets | Sugar confectionery > Cough drops | Sugar confectionery > Coffee sweets | Sugar confectionery > Caramel sweets | Sugar confectionery > Chews | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Milk/full-milk caramels/milk praline sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Vitamin sweets | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Sweet gums/jelly bears | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Chewing gum (bubble gum/with liquid filling/soft gum) | Sugar confectionery > Chewing gum with non-sugar sweeteners | Sugar confectionery > Sugar-free products | Sugar confectionery > Lactose-free products | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Sugar-free chewing gum,21,BUZZY FREEGELLS GOMUTCHO MY TOFFEE POP MANIA TNT,Functional Halal Private label Sugar free,,Australia Canada East Africa Mexico Middle East New Zealand Others Central America Others South America South Africa USA,,https://www.ism-cologne.com/exhibitor/riclan/
Rico Food Industries SDN BHD,Malaysia,"42, Jalan Makmur 2 Taman Makmur Lunas, 09600 Lunas",http://www.ricofood.com.my,10.1,L054,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Chocolate sticks with flavoured, liquid centres | Chocolate, chocolate products > Chocolate bars, filled/solid | Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Refreshing candies | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Fruit flavoured boiled sweets | Sugar confectionery > Herbal sweets | Sugar confectionery > Licorice sweets | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Sugared jellies | Sugar confectionery > Gums and jelly confectionery",12,Rico,Halal,,Australia Canada China East Africa India Japan Middle East New Zealand Others Eastern Europe Others Oceania Others South America Russia South Africa South East Asia USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ricoconcord/
