no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
1662,OWEVA CORP COMPANY LIMITED,https://muzbrand.com/,National Pavilion,E4-A21-59,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,"1.MUZ Thai Tea (Best Seller): A unique Thai tea meticulously selected and produced, featuring a distinctive Thai tea aroma. This formula is non-cream and includes 100% milk, ensuring it's trans-fat free. Naturally sweetened with coconut sugar, it's both safe and nutritious. | 2.MUZ Ginger Milk Tea (Popular): Crafted with 12-month-old ginger, this blend offers a hot and smooth unique taste, combining the spiciness of ginger with the creaminess of milk tea. | MUZ Taiwan Milk Tea: A 3-in-1 milk tea from Thailand's premier tea-growing region, produced with meticulous care from chemical-free cultivation to processing, resulting in high-quality tea powder with a unique aroma and taste. | 3.MUZ Cinnamon Chai Tea (New - Must Try): A bold and aromatic fusion of creamy milk tea with fragrant cinnamon chai spices, offering a unique and delightful experience. | | MUZ Coffee | A 3-in-1 white coffee without creamer, made with low-fat milk and no added sugar, providing a healthier coffee option. | | Gerginn Instant Ginger Drink (No Sugar) | A sugar-free ginger drink enhanced known for its natural sweetness and health benefits.","1. MUZ Milk Tea – Authentic Flavors, Modern Convenience | Premium Quality: Made with real milk, high-quality tea leaves, and natural sweetness from coconut blossom sugar. | Variety of Flavors: Five exciting options, including the Best-Selling Thai Tea and New Cinnamon Chai Tea. | Health-Conscious: Low-calorie, no creamer, less sweet – perfect for today’s lifestyle. | Instant & Versatile: 3-in-1 formula; enjoy hot or iced, anytime, anywhere. | Available Flavors: | MUZ Thai Tea (Best Seller) | MUZ Ginger Milk Tea (Popular) | MUZ Taiwan Milk Tea | MUZ Milk Green Tea | MUZ Cinnamon Chai Tea (New - Must Try) | | 2. Coffee Series – Indulgence in Every Sip | MUZ ZERO White Coffee: A 3-in-1 white coffee without creamer, made with low-fat milk and no added sugar. | MUZ Monte Carlo Coffee: A luxurious blend offering a rich, aromatic coffee experience. | | 3. Gerginn Instant Ginger Drink – The Power of Ginger | Natural Goodness: Infused with real ginger and designed to provide a healthy, warming beverage. | No Sugar Options: Suitable for health-conscious consumers. | Unique Blends: | Gerginn Instant Ginger with Luo Han Guo | Gerginn Instant Ginger with Honey and Lemon",5,3868 | 3254 | 3434 | 3311 | 3925,MUZ CINNAMON CHAI TEA *NEW FLAVOR2025 | MUZ GINGER MILK TEA *POPULAR | MUZ TAIWAN MILK TEA | MUZ THAI TEA *BEST SELLER | MUZ ZERO WHITE COFFEE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1662.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1662,20250307183626
1663,TOO GOOD TO GO,https://www.toogoodtogo.com/en-us,National Pavilion,E3-M03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Danish Industry,Food Surplus Marketplace,Food Surplus Marketplace | TGTG Platform,2,3279 | 3280,Too Good To Go Marketplace | Too Good To Go Platform,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1663.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1663,20250309020859
1665,ULTRAMAR CAFFÈ SRL,,National Pavilion,E1-A24-6,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,2,3253 | 3256,Coffee Beans | Nespresso Aluminium compatible capsule,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1665,20250306213700
1668,CONSORZIO GORGONZOLA,https://jp.gorgonzola.com/,National Pavilion,E1-A24-29,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Protection, promotion, valorization, information of the consumer and general care for the interests related to the designation “Gorgonzola PDO”",GORGONZOLA PDO,1,4050,GORGONZOLA PDO,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1668.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1668,20250312165352
1669,ARTIGIANA GENOVESE SRL,https://www.artigianagenovese.com/,National Pavilion,E1-A24-11,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"We are a family company, founded in 1998. We are specialized in the production of Pesto Genovese and other typical sauces of the Italian tradition. We offer a wide range of sauces and Pestos, can be organic and not organic. All our products are gluten free, and some of them are vegan/vegetarian . | We bring the same pride and the same passion into every product today, as we have done over the last 26 years. | Thanks to the territoriality, the qualified staff, the careful selection of raw materials and the constant attention throughout the whole process, we are able to guarantee the high quality of our products.","Organic Basil Pesto alla Genovese, Organic Vegan Basil Pesto, Organic Cheese free Pesto, Organic Red Pesto , Organic Sweet pepper sauce. | Basil Pesto alla Genovese, Red Pesto , Sweet Pepper Sauce , Chili and Garlic sauce, Black and Green Olives Paste. |",3,3373 | 3346 | 3360,Conventional Products with sunflower oil and extra virgin olive oil | Organic Range of Pestos and sauces with extra virgin olive oil | Organic Range of Pestos and sauces with sunflower oil,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1669.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1669,20250319151652
1670,VALCOLATTE SPA,http://www.valcolatte.it,National Pavilion,E1-A24-57,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"VALCOLATTE is located in Pontenure (Piacenza), on an area of about 112,000 square meters. We collect only Italian milk from local breeders, thus providing a full traceability o our raw materials. Milk we use comes from historical suppliers, all located in the Grana Padano and Parmigiano Reggiano Area, in northern Italy. | We use 1,100,000 litres of milk per day (600,000 in Italy where main plant is located and 500,000 in Hungary where there is another productive unit) for the production of: mozzarella ricotta, and smoked scamorza. Production site in Italy spread over an area of 26,000 square meters an our staff counts on more than 600 employees (350 in Italy). We have an internal laboratory to check all products and we are BRC, IFS and HALAL certified.","Cow mozzarella, buffalo mozzarella, fresh burrata, mascarpone, cow ricotta, smoked scamorza",5,3563 | 3567 | 3545 | 3564 | 3557,"FROZEN BURRATA | IQF FIORDILATTE MOZZARELLA 125G | IQF Mozzarella 1, 2, 5, 8, 10, 25g Bocconcini | IQF MOZZARELLA FIORDILATTE 1 kg BLOCK | IQF SHREDDED MOZZARELLA",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1670.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1670,20250309005534
1671,BIBITE POLARA,https://www.polara.it/,National Pavilion,E1-A24-104,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,https://www.polara.it/,"Carbonated soft drinks, Organic soft drinks , Coactail and soda alcohol free",4,3337 | 3371 | 3347 | 3375,Antica Ricetta Siciliana | Antica Ricetta Siciliana Zero | BIO SICILIA | POLARA 53,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1671.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1671,20250307002934
1673,CAMPO D'ORO S.r.l. Gusto Vero di Sicilia,https://www.campodoro.com/en/,National Pavilion,E1-A24-45,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Campo d'Oro is a family company, producer of gourmet and specialty foods located in Sciacca, Sicily. For more than 36 years, we have been producing high quality gourmet foods, pesto, tomato sauce, jam, sweet cream with high quality raw materials. | We offer a wide range of tomato sauces, pesto, bruchette, antipasti, sweets cream and jams. All our products are produced with artisanal recipes, respecting tradition and quality. We are proud to offer products of the highest quality, which satisfy the tastes of all. We are committed to providing safe, healthy and good products, to ensure customer satisfaction. We are constantly looking for innovation and development, to offer a more pleasant and satisfactory tasting experience. | The company is certified BRC, IFS, FSSC 22000, Kosher, Halal, Organic, No Gmo, Vegan, Ecovadis, Fda. | Campo d’Oro Gusto vero di Sicilia","Campo d'Oro is a family company, producer of gourmet and specialty foods located in Sciacca, Sicily. For more than 36 years, we have been producing high quality gourmet foods, pesto, tomato sauce, jam, sweet cream with high quality raw materials. | We offer a wide range of tomato sauces, pesto, bruchette, antipasti, sweets cream and jams. All our products are produced with artisanal recipes, respecting tradition and quality. We are proud to offer products of the highest quality, which satisfy the tastes of all. We are committed to providing safe, healthy and good products, to ensure customer satisfaction. We are constantly looking for innovation and development, to offer a more pleasant and satisfactory tasting experience. | The company is certified BRC, IFS, FSSC 22000, Kosher, Halal, Organic, No Gmo, Vegan, Ecovadis, Fda. | Campo d’Oro Gusto vero di Sicilia",5,10897 | 4045 | 4046 | 4038 | 10900,ORGANIC BASIL TOMATO SAUCE | PISTACHIO PESTO WITH SICILIAN PISTACHIO | PISTACHIO SWEEET CREAM WITH ROASTED PISTACHIO | SICILIAN PESTO SAUCE WITH “PECORINO SICILIANO PDO” | TRAPANESE PESTO SAUCE WITH ALMOND FROM AVOLA,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1673.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1673,20250306033505
1674,BEST ITALIAN SELECTION S.R.L.,https://bestitalianselection.it,National Pavilion,E1-A24-2,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"| Best Italian Selection -Bis s.r.l.-, with headquarters in south of Italy (Battipaglia) is one of the major global exporters of carefully selected Italian food products. | The company’s foundations lie in the excellence of Italian cuisine. It offers a wide variety of products, including peeled tomatoes and tomato products, legumes and preserves, durum wheat pasta and bronze-died artisan fresh pasta, extra virgin olive oil, and a vast range of regional Italian wines and sparkling wine and italian traditional cake. | The main goal is to guarantee quality and authenticity: the renowned ""made in Italy | Strategies, logistics and customer satisfaction approaches are analyzed and implemented according to the needs and preferences of the final target market. | The aim of Best Italian Selection is not simply to sell products to its customers, but to suggest a lifestyle they can follow ... | |","canned tomatoes, pasta, oil, vinegar, beans, antipasti, pasta sauces, wine, panettone, coffee, lady fingers",5,4228 | 4233 | 4737 | 7599 | 8141,"100% DURUM WHEAT SEMOLINA PASTA/ SPAGHETTI , PENNE | CANNED TOMATOES / CHOPPED TOMATOES, WHOLE PEELED TOMATOES, PASSATA | EXTRA VIRGIN OLIVE OIL | PASTA SAUCE TOMATO & BASIL / PASTA SAUCE ARRABBIATA / PASTA SAUCE TOMATO & MUSHROOMS / PASTA SAUCE PUTTANESCA | WHITE WINE / RED WINE / SPUMANTE",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1674.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1674,20250307002911
1676,buononaturale,https://www.buononaturale.it/?lang=en,National Pavilion,E1-A24-126,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"buononaturale is a brand of Nouvelle Terre, a family-owned business operating out of Irpinia (""the land of wolves""), a fertile province along the Southern Italian Apennines. The buononaturale products are based on original recipes, inspired by Italy's century-old culinary traditions but formulated in such a way as to help the modern consumer, busy yet demanding, to perform well without renouncing taste, health- and eco-consciousness, or enjoyment in the kitchen. buononaturale was created to provide the world with a one-stop shop for the highest-quality Made-in-Italy food production, organic and traditional. Our production is dislocated across rural Italy, with each product category being produced in the areas where that specific food (or ingredient) is typical. Our range of Italian fine products, semi-artisanally prepared based on recipes designed by our team of renowned chefs, is meant to take consumers on a journey through each region, and small village, of Italy where that food is typical.","Organic ready meals, dried pasta, organic preserved vegetables & legumes, organic sauces & spreads, truffle specialty condiments.",5,3304 | 3297 | 3291 | 3302 | 3306,Bronze-wire drawn pasta | Organic preserved vegetables | Organic ready-to-cook meals | Organic sauces and sweet spreads | Truffle specialty condiments,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1676.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1676,20250306051829
1677,AMICA CHIPS SPA,https://amicachips.it/,National Pavilion,E1-A24-99,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"AMICA CHIPS SPA booth is a is a youth booth where you can taste our best products, which will be explained to you by our export manager.","CHIPS, SNACKS, TORTILLA, CROUTONS, EXTRUDED SNACKS MAIS",5,3379 | 3376 | 3383 | 3377 | 3382,ALFREDO'S CHIPS TRUFFLE 100G | ELDORADA CANISTER 400GR | PEANUTS BUTTER SNACK 100G | PIZZA BALL 50G/125G | SOUR CREAM & ONION POTATO CHIPS 100G,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1677.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1677,20250308030024
1678,A RICCHIGIA,https://www.aricchigia.com/,National Pavilion,E1-A24-136,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,PISTACHIO,"PISTACHIO, DRIED FRUITS, PURE PASTE, SPREADABLE CREAM, | GLUTEN AND LACTOSE FREE PRODUCTS, RAW MATERIALS, ORGANIC PRODUCTS, PISTACHIO OIL",1,5852,100% PURE PISTACHIO PASTE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1678.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1678,20250313233214
1679,PASTA OTTIMA - ITALIAN TASTY ALIMENTS SRL,https://www.pastaottima.it/,National Pavilion,E1-A24-165,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Ottima dry pasta, pasta sauces, pestos, capers, sundried tomatoes, Ladyfingers.","Dry pasta, canned vegetables (tomatoes and pulses), ready pasta sauces, pestos, flavoured EVO oils, vinegars (balsamic, rice and apple cider), capers in vinegars, sundried tomatoes in sunflower oil, artichokes, ladyfingers.",5,3748 | 3750 | 3741 | 3743 | 3746,OTTIMA CANNED PULSES | OTTIMA GOURMET PRODUCTS | OTTIMA PASTA | OTTIMA READY PASTA SAUCES | OTTIMA TOMATOES,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1679.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1679,20250310170544
1680,MARCAFÈ,,National Pavilion,E1-A24-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1680,20250307225450
1681,FRATELLI MANTOVA SINCE 1905,,National Pavilion,E1-A24-184,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1681,20250307171409
1682,Caffè Gioia,,National Pavilion,E1-A24-118,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1682,20250306051451
1683,CAFFè PARTENOPE,https://caffepartenope.com/,National Pavilion,E1-A24-146,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Coffee, Coffee beans, Coffee compatible capsules, Coffee ESE 44mm pads, Fresh grounded Coffee","Coffee, Coffee beans, Coffee compatible capsules, Coffee ESE 44mm pads, Fresh grounded Coffee",4,4255 | 4256 | 4259 | 4260,Caffè Partenope Coffee Beans Blend 1kg 'Atena' 60/40% Arabica/Robusta | Caffè Partenope Coffee Beans Blend 1kg 100% Arabica | Caffè Partenope Coffee Compatible Capsules | Caffè Partenope Coffee Pads 44mm ESE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1683.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1683,20250306130202
1684,CASEIFICIO LA BELLA CONTADINA,https://www.caseificiocooplacontadina.com/,National Pavilion,E1-A24-65,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,We are available for meeting during all exhibition. | Please come and try our product.,"Mozzarella, Buffalo Mozzarella, Frozen Mozzarella, PDO Buffalo Mozzarella, Burrata, Frozen Burrata, Frozen buffalo burrata",2,3293 | 3290,"Buffalo Mozzarella PDO | Mozzarella, Burrata, Buffalo's mozzarella, Frozen buffalo's milk burrata, Frozen Mozzarella, IQF MOzzarella",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1684.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1684,20250306033340
1685,Casa Folino,https://casafolino.com/,National Pavilion,E1-A24-172,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"honey, creams, spices, mousse, risotto","Spreadable creams, flavored honey, ready risotto, mix of spices, honey mousse.",4,4895 | 4894 | 4872 | 4898,Flavored Honey | Italian Seasoning Mix | Ready Risotto | Spreadable Creams,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1685.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1685,20250306033214
1687,Maressata,https://www.maressata.com,National Pavilion,E1-A24-142,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Seafood Products, Tuna salami","Tuna Salami, Spicy Tuna Salami, Tuna Salami with Truffle, Tuna Nduja, Tuna Salami with Onion Spreadable",4,3389 | 3398 | 3365 | 3396,Spicy Tuna Salami | Tuna Nduja | Tuna Salami | Tuna Salami with truffle,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1687.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1687,20250307225329
1688,ACETIFICIO ANDREA MILANO SRL,https://www.acetomilano.it/en/,National Pavilion,E1-A24-140,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,vinegar | dressing | apple cider | pearls | glaze | salads | italian | condiment | with the mother | organic | private label | bulk |,"The company Acetificio Andrea Milano is producing vinegars since 1889. Our range includes all kind of vinegars and dressings conventional and organics, retail size, food service size and for industrial use also. We manufacture Balsamic vinegar of Modena, Wine vinegar, rice vinegar, apple cider vinegar, Sherry Vinegar, glazes and flavoured glazes , pearls with vinegars and many other items.",5,4034 | 4035 | 4033 | 4232 | 4231,BALSAMIC VINEGAR OF MODENA | FLAVOURED GLAZES WHYNOT | ORGANIC APPLE CIDER VINEGAR WITH THE MOTHER UNFILTERED UNPASTEURIZED | Pearls of Vinegar | Sherry Vinegar DOP,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1688.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1688,20250310172556
1690,POLI.COM,https://www.policomsrl.it/en/,National Pavilion,E1-A24-85,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,ITALY HALL BOOTH 85,"Plant-based drinks, Nut Spreadable Creams, Nut Butters",5,3277 | 3278 | 3261 | 3276 | 3282,Crem'Or Pistachio Spread | E' Pistachio spread | Mand'Or Almond Barista Drink | Mand'Or Oat Barista Drink | Mand'Or Vita Almond drink enriched with calcium,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1690.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1690,20250321061533
1691,Regione Abruzzo - Sistema camerale abruzzese,,National Pavilion,E1-A240,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1691,20250306113506
1692,MARTINOROSSI,https://www.martinorossispa.com/,National Pavilion,E1-A24-160,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"MartinoRossi is a leading Italian company specialized in the production of premium flours, functional ingredients, and healthy plant-based products sourced from cereals and legumes cultivated within a controlled and sustainable supply chain. Our commitment lies in delivering 100% gluten-free, allergen-free, and GMO-free solutions, aligning with the increasing demands of health-conscious consumers seeking alternative proteins and clean food options.","MartinoRossi has expanded its portfolio with brands tailored to specific channels. Beamy, Goodly, Mais Corvino, and MrBeans focus on retail, while MartinoRossi Professional serves the foodservice industry. | Beamy offers plant-based legume mixes, providing innovative, healthy, and gluten-free solutions for meat and eggs alternatives. Goodly focuses on gluten-free breakfasts, featuring oat flakes for porridge, cocoa granola, and other nutritious options that combine taste and well-being. Mais Corvino, made from an ancient black corn variety, brings unique gluten-free products like polenta, pasta, cookies, rich in flavor and heritage. MrBeans redefines legumes as guilt-free snacks. Made from 100% Italian legumes, these gluten-free sweet and savory treats are high in fiber, rich in protein, and low in fat, offering a healthy and delicious alternative for any occasion. | For foodservice, MartinoRossi Professional provides legume and corn flours, cereals, and plant-based mixes for vegan alternatives. Gluten-free, soy-free, and allergen-free, these premium ingredients are designed for culinary professionals in the HO.RE.CA channel to elevate their creations",5,4190 | 4063 | 4173 | 4236 | 4196,Beamy plant-based mix for burger & veggie balls - beef flavour | Beamy plant-based mix for egg alternatives | Beamy plant-based mix for mince | Mr.Beans Chickpeas and chocolate spread | Mr.Beans Pulses Snack - Classic flavour,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1692.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1692,20250307225153
1693,CANTINA SASSARINI,https://cantinasassarini.com/,National Pavilion,E1-A24-92,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Cantina Sassarini was founded by Natale Sassarini in 1968, which perceived the quality and economic interest in the production of a local wine, even before the DENOMINATION OF ORIGIN was sanctioned by the 1973 disciplinary. He built his cellar and gathered numerous farmers who incessantly cultivated their vineyards with pride and skill. | Natale Sassarini’s horizon now seems to merge into the horizon of all the winemakers of the Cinque Terre and his son Giancarlo, who proudly carries on the work begun half a century ago. | The fiftieth anniversary of Cantina Sassarini can be the first stone to consolidate a wine tradition of the Cinque Terre that until now has been lacking. Today the production site is totally renovated and equipped with the latest generation of wine making equipment, confirming the commitment to perpetuating the tradition.","Cinque Terre DOC, Cinque Terre DOC ""Campo al Sole"", Macaia Bianco, Macaia Rosso",4,3392 | 3397 | 3393 | 3394,Cinque Terre DOC | Cinque Terre DOC Campo al Sole | Macaia bianco | Macaia Rosso,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1693.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1693,20250306033038
1694,Caffè Trombetta,https://www.caffetrombetta.it/,National Pavilion,E1-A24-171,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Italian Espresso, Compatible Nespresso, Beans, Pods, Ground","Italian Espresso Coffee in beans (kg 1), ground (g 250), pods and many compatible capsule",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1694.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1694,20250306051128
1696,LE MAREVIGLIE SRL,http://www.lemareviglie.com ,National Pavilion,E1-A24-124,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,We offer tasting of all products,"Karasumi muller roe bottarga, mediterranean red prawn sauce (concentrated), mediterranean blue crabmeat in sardianian seawater, cuttlefish ink, tuna and pesto sauce",5,3752 | 3923 | 3749 | 3739 | 6349,CUTTLEFISH INK | MEDITERRANEAN BLUE CRABMEAT IN SARDINIAN SEAWATER | MEDITERRANEAN RED PRAWN EXTRACT (SAUCE)/COLATURA DI GAMBERO ROSSO DEL MEDITERRANEO | MULLET ROE BOTTARGA (KARASUMI) | TUNA AND PESTO SAUCE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1696.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1696,20250308014630
1697,Cinquina International,,National Pavilion,E1-A24-80,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1697,20250308092259
1701,Torri Cantine,https://torricantine.it,National Pavilion,E1-A24-70,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Wine, Spumante; Vino, Organic Wine; Biodynamic wine; Abruzzo, Italian Wine; Still Wine; Red Wine, White Wine; Rosé Wine; Still red wine; Still white wine; still rosé wine; Sparkling wine; Red wine; White wine; Rosé wine, Montepulciano D'Abruzzo Doc; Pecorino, trebbiano D'Abruzzo Doc, Merlot, Pinot Grigio; Passerina; Chardonnay; Sauvignon; Cabernet; Syrah;","Wine, Spumante; Vino, Organic Wine; Biodynamic wine; Abruzzo, Italian Wine; Still Wine; Red Wine, White Wine; Rosé Wine; Still red wine; Still white wine; still rosé wine; Sparkling wine; Red wine; White wine; Rosé wine, Montepulciano D'Abruzzo Doc; Pecorino, trebbiano D'Abruzzo Doc, Merlot, Pinot Grigio; Passerina; Chardonnay; Sauvignon; Cabernet; Syrah;",5,11481 | 11480 | 11482 | 11485 | 11479,Bakàn | MUSANTE for ROSARUBRA | ROSARUBRA | TORRI CANTINE BAG IN BOX | WITH LOVE COLLECTION,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1701.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1701,20250309020841
1702,luxureat.com,,National Pavilion,E1-A24-108,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1702,20250311154249
1704,RUSTICHELLA D'ABRUZZO SPA,https://www.rustichella.it/,National Pavilion,E1-A24-7,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Gourmet food, Luxury food, High-end food, Premium food, Exquisite food, Specialty food Artisanal, Luxury brand, Prestigious brand, Distinguished brand Superior brand, Luxury pasta, premium pasta, high-end artisanal pasta, exclusive pasta, superior artisanal pasta, fine food","Durum wheat semolina pasta, gnocchi, ancient grains, gluten-free pasta, egg pasta, organic products, rice, extra virgin olive oil, condiments and sauces, confectionery products, panettone, baby pasta, regional pasta shapes, flavored pasta shapes",5,3942 | 5504 | 5510 | 5484 | 5513,EGG TAGLIATELLE | FREGOLA SARDA | ORGANIC RICE PENNE | SPAGHETTI | Tomato and Basil Sauce,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1704.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1704,20250318112729
1708,TIPICO - LA BUONA SARDEGNA,https://www.tipicodisardegna.com/,National Pavilion,E1-A24-125,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"tiramisu, bakery, bread, Italy, sweets, biscuits, cookies, sardinia, tipico, savoiardi, biscotti, snack, Italian food","savoiardi, ladyfingers, tiramisu kit, typical bread pane carasau, pane guttiau, typical pasta fregula tostata, malloreddus pasta, panscrok savoury snack",5,10085 | 10084 | 10086 | 6986 | 10083,"Fregula Tostata pasta | Pane Carasau - typical crispy bread from Italy | Panscrok - Italian savoury snack with different flavours classic, pecorino cheese, truffle | Savoiardone di Sardegna - soft premium Italian ladyfingers | Tiramisu Kit ready in 5 simple steps",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1708.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1708,20250309020820
