no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
6656,Kanimiso,yes,3095,"GOREMI CO.,LTD.",https://www.goremipro.com,,E5-A48-D06,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Frozen Seafood | Frozen Ready Meals,"Seafood / Japanese food ingredient importers & distributors | | HORECA (restaurants, izakaya, sushi bars) | | Retail buyers (premium grocery, department store, specialty store) | | E-commerce / Home meal replacement (HMR) sellers | | Food manufacturers (sauce/seasoning, ready-to-eat, frozen food) | | Private label / OEM partners","Authentic kanimiso flavor with deep umami and creamy texture | | Versatile: works as topping, spread, and sauce base (mayo/cream) | | Premium seafood ingredient for Japanese cuisine & fusion menus | | Consistent quality suitable for B2B supply (restaurants/distributors) | | Easy to use: ready-to-eat style, saves kitchen prep time | | Great pairing with rice, seaweed, noodles, and alcohol menus",Other HACCP | FDA | MSC(Marine Stewardship Council) | ASC(Aquaculture Stewardship Council) | FSSC22000,"Kanimiso, Kanimiso Mild, Kanimiso Mayo, Red snow crab cream",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6656.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6656
6663,Black Rose - Blends Collection,yes,661,BODEGAS CORAL DUERO,http://www.coralduero.com/en/home/,FOODEX WINE,S4-H4,Overseas exhibitors | Exportable,Still wines - red,"Wine Importer, Wholesale, Retail",Spanish Wine | Toro Region | Single grape variety,,http://www.coralduero.com/en/home/,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6663.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6663
6665,Apple Cider Vinegar,no,2238,SELFIT,https://sell-fit.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6665
6672,EnVena - Blends Toro Rising,yes,661,BODEGAS CORAL DUERO,http://www.coralduero.com/en/home/,FOODEX WINE,S4-H4,Overseas exhibitors | Exportable,Still wines - red,Spanish Wine | Toro Region | Single grape variety,Spanish Wine | Toro Region | Single grape variety,,http://www.coralduero.com/en/home/,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6672.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6672
6676,Apple Cider Vinegar plus,no,2238,SELFIT,https://sell-fit.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6676
6679,Ssok Fat Burning Diet,no,2238,SELFIT,https://sell-fit.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6679
6683,Red Tablet Diet,no,2238,SELFIT,https://sell-fit.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6683
6692,Frozen Sea Urchin,no,1260,RINKOU TRADING,https://rinkou.com/rinkou-trading/ja/,Exports from Japan,S1-P06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Sapporo Food And Tourism International Promotion Executive Committee,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6692
6702,Frozen Scallop Meat,no,1260,RINKOU TRADING,https://rinkou.com/rinkou-trading/ja/,Exports from Japan,S1-P06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Sapporo Food And Tourism International Promotion Executive Committee,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6702
6703,Frozen Salmon Roe,no,1260,RINKOU TRADING,https://rinkou.com/rinkou-trading/ja/,Exports from Japan,S1-P06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Sapporo Food And Tourism International Promotion Executive Committee,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6703
6704,Happy Shrimp Chips,no,2264,SOOO GOOD (SoKusa),https://www.sokusa.com/,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6704
6705,Kanimiso mild & Kanimiso mayo & Crab-rich Kanimiso,yes,3095,"GOREMI CO.,LTD.",https://www.goremipro.com,,E5-A48-D06,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Frozen Seafood | Frozen Ready Meals,"Seafood / Japanese food ingredient importers & distributors | | HORECA (restaurants, izakaya, sushi bars) | | Retail buyers (premium grocery, department store, specialty store) | | E-commerce / Home meal replacement (HMR) sellers | | Food manufacturers (sauce/seasoning, ready-to-eat, frozen food) | | Private label / OEM partners","Authentic kanimiso flavor with deep umami and creamy texture | | Versatile: works as topping, spread, and sauce base (mayo/cream) | | Premium seafood ingredient for Japanese cuisine & fusion menus | | Consistent quality suitable for B2B supply (restaurants/distributors) | | Easy to use: ready-to-eat style, saves kitchen prep time | | Great pairing with rice, seaweed, noodles, and alcohol menus",Other HACCP | FDA | MSC(Marine Stewardship Council) | ASC(Aquaculture Stewardship Council) | FSC22000,"Kanimiso, Kanimiso Mild, Kanimiso Mayo, Red snow crab cream",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6705.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6705
6708,Lotus Root Crisps,no,2264,SOOO GOOD (SoKusa),https://www.sokusa.com/,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6708
6713,Mijungdang Gyeongju Grandfather Rice noodles,no,2255,"MIJUNG CO., LTD.",https://www.mijungdang.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6713
6715,Reseringe Hydrangea Leaf Diet,no,2238,SELFIT,https://sell-fit.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6715
6716,DIGESTIVES WHOLEMEAL BISCUIT,no,2539,MY BIZCUIT SDN BHD,http://www.koonbrothers.com,National Pavilion,E5-Z17-5,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Malaysia External Trade Development Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6716
6719,Peony - Blends Iconic Wines,no,661,BODEGAS CORAL DUERO,http://www.coralduero.com/en/home/,FOODEX WINE,S4-H4,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6719
6722,Carnation - Toro Blends,no,661,BODEGAS CORAL DUERO,http://www.coralduero.com/en/home/,FOODEX WINE,S4-H4,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6722
6733,Coated Popcorn - Mexican Chili,no,2018,"Prostar Foodservice Co., Ltd.",https://www.candypoppy.com/,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6733
6734,Deluxe Wooden Tea Envelope 9 compartment Display,no,1274,The Tea Makers of London,https://www.theteamakers.co.uk/,National Pavilion,E3-C09-B,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : UK Group Organiser - PS8 Limited,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6734
6735,100% Iberian Dry Cured Ham Cebo Field (Cebo Campo),no,1407,IBÉRICOS MONTESANO,https://www.ibericosmontesano.es/,National Pavilion,E2-A21-47,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6735
6737,Green Peas,no,2125,"BEANS GROUP FOODS SCIENCE AND TECHNOLOGY CO., LTD.",https://www.beans-family.com/,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6737
6738,Dried Fruit,yes,2125,"BEANS GROUP FOODS SCIENCE AND TECHNOLOGY CO., LTD.",https://www.beans-family.com/,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,Cakes / Dessert | Dried Fruits | Vegetarian | Dried Fruit & Vegetables | Rice Crackers & Healthy Snacks,For people who like delicate healthy snacks/dessert.,Natural and Additive Free. | Keep original flavor and nutrition of the fruits. | Cooperate with local farmers and select ingredients elaborately.,Other HACCP | FSSC 22000,"Green Peas - Original / Wasabi / Teriyaki / Garlic / Spicy, | Mixed Nuts and Rice Crackers, | Almond Chocolate, | Berry Yogurt Cashew Nuts, | Crispy Seaweed with Almond Flakes, | Dried Fruit - Pineapple / Guava / Mango, | Pineapple Cake, | Jelly Gummy - Kueilingao / Herbal / Longan, | Fruit Jelly - Lemon / Passion Fruit / Cranberry+Blueberry / Strawberry, | Crunch Berry Cashew Nut, | Crunch Curry Cashew Nut.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6738.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6738
6739,Jelly Gummy,no,2125,"BEANS GROUP FOODS SCIENCE AND TECHNOLOGY CO., LTD.",https://www.beans-family.com/,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6739
6740,Mixed Nuts and Rice Crackers,no,2125,"BEANS GROUP FOODS SCIENCE AND TECHNOLOGY CO., LTD.",https://www.beans-family.com/,National Pavilion,E5-A02-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Taiwan External Trade Development Council,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6740
6744,Supreme Earl Grey,no,1274,The Tea Makers of London,https://www.theteamakers.co.uk/,National Pavilion,E3-C09-B,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : UK Group Organiser - PS8 Limited,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6744
6747,Golden London Breakfast,no,1274,The Tea Makers of London,https://www.theteamakers.co.uk/,National Pavilion,E3-C09-B,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : UK Group Organiser - PS8 Limited,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6747
6757,Iberian Dry Cured Ham Acorn-Fed (Bellota),no,1407,IBÉRICOS MONTESANO,https://www.ibericosmontesano.es/,National Pavilion,E2-A21-47,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6757
6765,FRESH TRUFFLES TUBER MELANOSPORUM,yes,1437,TRUFFLES MANJARES DE LA TIERRA,https://www.manjaresdelatierra.com/,National Pavilion,E2-A21-53,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,Mushroom,"Luxury Restaurants and Fine Dining: Essential for Michelin-starred chefs and gourmet establishments seeking the finest seasonal ingredients. | Gourmet Retailers and Specialty Stores: Perfect for high-end delicatessens and specialty food shops catering to premium clientele. | Hospitality and Catering: Ideal for luxury hotels, private dining, and event organizers elevating menus for exclusive banquets and weddings. | Export and International Markets: Targeting regions with a strong demand for fresh truffles, such as Europe, North America, and Asia. | Corporate and Luxury Gifts: A premium choice for bespoke gift hampers and high-end corporate gifting. | Home Gourmet Enthusiasts: Attracts food lovers passionate about recreating fine dining experiences at home. | E-commerce Platforms: A sought-after product for online gourmet retailers offering fresh, perishable luxury ingredients. | Artisanal Producers: Used in creating truffle-infused oils, sauces, and specialty gourmet products. |","Unmatched Quality: Renowned for their intense aroma, rich flavor, and delicate texture, elevating gourmet dishes to the highest standard. | Seasonal Luxury: A highly coveted ingredient available fresh during the truffle season, offering exclusivity and premium appeal. | Versatile Use: Perfect for shaving over pasta, risotto, eggs, meats, or adding depth to sauces and appetizers. | Gourmet Demand: A must-have for Michelin-starred chefs and fine dining establishments seeking exceptional ingredients. | Retail Appeal: Highly sought after in luxury food stores and specialty markets for their rarity and culinary prestige. | Global Export Value: Prized in international markets, particularly in regions with strong gourmet traditions, such as Europe, Asia, and North America. | Gift-Worthy: An exceptional addition to luxury gift baskets or bespoke corporate hampers. | E-commerce Ready: A premium product for online gourmet retailers targeting discerning, tech-savvy customers.",EU-HACCP | IFS CERTIFICATION,"Tartufata, Truffle Paste, Preserved Tuber Melanosporum, Extra Virgin Olive Oil with Truffle tuber melanosporum, Balsamic Vinegar with black truffle tuber melanosporum, Blac winter truffle slices, Preserved summer truffles, Summer truffles slices, truffle tuber melanosmporum premium juice.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6765.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6765
6767,EXTRA VIRGON OLIVE OIL WITH BLACK TRUFFLE TUBER MELANOSPORUM,no,1437,TRUFFLES MANJARES DE LA TIERRA,https://www.manjaresdelatierra.com/,National Pavilion,E2-A21-53,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6767
6770,Iberian Dry Cured Sausages (Chorizo & Salchichon),no,1407,IBÉRICOS MONTESANO,https://www.ibericosmontesano.es/,National Pavilion,E2-A21-47,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6770
6771,TARTUFATA TRUFFLE PASTE 5% SUMMER TRUFFLE WITH OLIVE OIL,yes,1437,TRUFFLES MANJARES DE LA TIERRA,https://www.manjaresdelatierra.com/,National Pavilion,E2-A21-53,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,"Soy Sauce | Miso | Powdered Seasoning | Liquid Seasoning | Vinegar | Spreads, Honey & Jams | Solid Seasonings | Rice Toppings & Ochazuke Mixes","Luxury Retailers and Gourmet Stores: High-end delicatessens and premium food boutiques catering to customers seeking refined and versatile truffle-based products. | Fine Dining and Gastronomy: Ideal for Michelin-starred restaurants and upscale bistros, adding depth of flavor to sauces, spreads, and gourmet dishes. | Hospitality and Event Catering: Luxury hotels, exclusive resorts, and event planners using truffle paste to enhance menus for banquets, weddings, and high-profile gatherings. | Gift and Corporate Hampers: A sophisticated addition to curated gift boxes and corporate hampers, perfect for holidays, anniversaries, or special occasions. | Export and International Distribution: Distributors focused on gourmet products for global markets, especially in regions like Europe, North America, and Asia with a strong gourmet culture. | Home Gourmet Enthusiasts: Targeting food lovers and home chefs seeking premium, ready-to-use truffle products to elevate their cooking. | E-commerce Platforms: Online retailers offering truffle paste to a tech-savvy audience looking for convenient access to luxurious culinary products.","Gourmet Stores and Luxury Retailers: A premium product designed for high-end delicatessens and specialty food stores appealing to truffle lovers and culinary enthusiasts. | Fine Dining and Michelin-Starred Restaurants: An essential addition for chefs seeking high-quality, ready-to-use truffle ingredients to elevate gourmet dishes. | Hospitality and Event Catering: Perfect for luxury hotels, resorts, and event planners enhancing menus with truffle-forward options for upscale events and banquets. | Corporate and Luxury Gifts: A refined choice for curated gift baskets, corporate hampers, and bespoke presents for holidays or special occasions. | International Gourmet Distribution: Highly sought-after by global distributors targeting markets with a demand for artisanal and gourmet truffle products. | E-commerce Platforms: An attractive option for online gourmet retailers catering to a tech-savvy audience seeking exclusive culinary items. | Artisanal Product Integration: Ideal for producers crafting premium sauces, spreads, or dressings with a truffle component.",EU-HACCP | IFS CERTIFICATION,"Tartufata, Truffle Paste, Preserved Tuber Melanosporum, Extra Virgin Olive Oil with Truffle tuber melanosporum, Balsamic Vinegar with black truffle tuber melanosporum, Blac winter truffle slices, Preserved summer truffles, Summer truffles slices, truffle tuber melanosmporum premium juice.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6771.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6771
6772,Dried carrot,no,550,PAULA Ingredients,https://paulaingredients.com/en/,Plant Based / Alternative Food,E5-J12,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6772
6773,L Cell NMN Powder (>99% purity),no,2383,H Drop / L Cell,https://lcell.life,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6773
6774,Dried tomato,no,550,PAULA Ingredients,https://paulaingredients.com/en/,Plant Based / Alternative Food,E5-J12,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6774
6775,Dried beetroot,no,550,PAULA Ingredients,https://paulaingredients.com/en/,Plant Based / Alternative Food,E5-J12,Overseas exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6775
6776,FRESH TRUFFLE,no,1402,FRUITS DE LA TERRA TRUFFLE EXPERTS,https://fruitsdelaterra.com/,National Pavilion,E2-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6776
6785,SALT PETALS AND HIMALAYAN SALT WITH TRUFFLE,no,1402,FRUITS DE LA TERRA TRUFFLE EXPERTS,https://fruitsdelaterra.com/,National Pavilion,E2-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6785
6789,Beef Jerky American style ORIGINAL 25g,yes,2556,CASUM,https://beefjerky.si/,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,"Dried Meat | Ready-to-eat Foods, Sealed Packaged Foods (e.g., curry, rice bowl toppings) | Rice Crackers & Healthy Snacks","Importers, wholesalers, retail, HoReCa, fitness centers, athletes, military, trekking...",The product belongs to the snack program and is intended for immediate consumption.,EU-HACCP,Beef Jerky dry beef,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6789.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6789
6791,SAUSAGE (SALCHICHON) AND FUET WITH BLACK TRUFFLE,no,1402,FRUITS DE LA TERRA TRUFFLE EXPERTS,https://fruitsdelaterra.com/,National Pavilion,E2-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6791
6792,LÓLIO Gifts Ceramic Collection - Frantoio Paparella - Italian Extra Virgin Olive Oil,no,1757,FRANTOIO PAPARELLA,https://www.frantoiopaparella.it/,National Pavilion,E1-A24-75,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6792
6796,SLICED TUBER MELANOSPORUM IN OLIVE OIL,no,1437,TRUFFLES MANJARES DE LA TIERRA,https://www.manjaresdelatierra.com/,National Pavilion,E2-A21-53,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6796
6799,PERSERVED WHOLE BLACK TRUFFLE TUBER MELANOSPORUM,no,1437,TRUFFLES MANJARES DE LA TIERRA,https://www.manjaresdelatierra.com/,National Pavilion,E2-A21-53,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6799
6801,Altum Sauvignon 2019,no,2561,Vinopolis LLC,https://www.altum.si/en,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6801
6803,Altum Cuvee Orange 2019,yes,2561,Vinopolis LLC,https://www.altum.si/en,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,Organic wines,"Traders of biodynamic wines | Hotels, Restaurants, Wine experts",We are looking for a wholesaler for our biodynamic wines in the Japanese market and also in neighboring markets,EU Organic Certification | DEMETER biodynamic certificate,"Altum Sauvignon 2019, Altum Sauvignon 2020, Altum Cuvee Orange 2019, Altum Cuvee Orange 2020",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6803.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6803
6805,Beef Jerky ORIGINAL 50g,no,2556,CASUM,https://beefjerky.si/,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6805
6806,Altum Sauvignon 2020,no,2561,Vinopolis LLC,https://www.altum.si/en,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6806
6807,Altum Cuvee Orange 2020,no,2561,Vinopolis LLC,https://www.altum.si/en,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6807
6808,Beef Jerky CHILI - SRIRACHA 50g,no,2556,CASUM,https://beefjerky.si/,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6808
6809,Seasoned Abalone,yes,2556,CASUM,https://beefjerky.si/,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,Frozen Seafood | Frozen Ready Meals | Processed seafood products,"High-end Dining & Banquets: Perfect for wedding venues, upscale Chinese restaurants, and hotel catering for cold platters or signature entrees. | | Japanese Cuisine & Sushi Bars: Ideal for establishments requiring consistent, high-quality abalone for appetizers (Chinmi) or sushi toppings. | | Premium Retail & Gift Markets: Targeted at high-end supermarkets, boutique e-commerce platforms, and the festive gift box market. | | Airline & Institutional Catering: Suitable for procurement units needing standardized, ready-to-eat luxury ingredients with strict food safety assurance.","Premium Species Selection: We use high-quality Haliotis discus hannai (Ezo Abalone), known for its thick meat and tender yet elastic texture. | | Signature Braising Technique: Slow-cooked in our secret savory-sweet sauce to ensure the flavor penetrates deeply while locking in the natural umami of the sea. | | Convenience Meets Quality: Pre-cooked and flash-frozen to save kitchens hours of labor-intensive cleaning and simmering without sacrificing gourmet quality. | | Global Safety Standards: Produced in modern facilities certified by HACCP and ISO, meeting rigorous international export and food safety requirements.",ISO22000 | US-HACCP,"Lobster Oil, Lobster Glaze, Lobster Stock, Topshell Slice, Seasoned Tobiko, Hokkigai, Sakura Ebi,Sirasu , Seasoned Flying Squid With Fish Roe, Cuttlefish Roll,Kuro Mirugai Salad.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6809.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6809
6810,Beef Jerky SPORT 50g,yes,2556,CASUM,https://beefjerky.si/,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,"Health & Wellness Products | Dried Meat | Ready-to-eat Foods, Sealed Packaged Foods (e.g., curry, rice bowl toppings) | Rice Crackers & Healthy Snacks","Importers, wholesalers, retail, HoReCa, fitness centers, athletes, military, trekking...",The product belongs to the snack program and is intended for immediate consumption.,EU-HACCP,Beef Jerky dry beef,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173704961347.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6810
6812,SPECIALTY SINGLE ORIGIN ROASTED COFFEE - COSTA RICA,no,1534,"Tertulia Brugge, S.A.",https://www.elgustofoods.com/,National Pavilion,E5-U11-Essential Costa Rica,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Essential Costa Rica,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6812
6817,BeeMaid Honey (Premium Collection),yes,1056,Bee Maid Honey Limited,,National Pavilion,E4-A07-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Agriculture and Agri-Food Canada,"Gluten-free | Health & Wellness Products | Vegetarian | Kosher | Organic Products | Spreads, Honey & Jams | Rice Crackers & Healthy Snacks","BeeMaid Honey's Premium Collection, featuring Amber, Clover, and Raw varieties, is crafted for honey enthusiasts with a discerning palate. Ideal for those who appreciate the natural complexities of pure Canadian honey, this collection caters to home cooks, chefs, and culinary adventurers who love to experiment with both sweet and savoury creations.","Since 1954, BeeMaid Honey has been a trusted name in kitchens and grocery stores across Canada and beyond. Proudly owned by a cooperative of Canadian beekeepers from Western Canada, we are dedicated to delivering the finest 100% pure and authentic Canadian honey. Each bottle reflects our commitment to quality and the passion of the beekeepers who harvest it. | | Renowned for its distinct sweet floral notes, and as a perfect as a substitute for refined sugars, BeeMaid Honey is a preferred choice for families, chefs, and food manufacturers alike. From enhancing everyday recipes to inspiring culinary creations, our honey embodies the natural goodness of Canada. Discover why BeeMaid Honey has been a global favourite for over 70 years. Visit us to explore our products and experience the care of hive to home quality you can taste.","EU-HACCP | US-HACCP | FSMA | FDA | GMP | SQF (GFSI), True Source, Kosher OU, Safe Food For Canadians Act",,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6817.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6817
